hunt_code,prefix,first_present_year_in_transition,previous_year_absent,seen_before_previous_year,source_files_first_present_year,source_pages_first_present_year
DB1009,DB,2025,2024,YES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__L.E. DEER.pdf,11
DB1106,DB,2025,2024,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__L.E. DEER.pdf,70
DB1107,DB,2025,2024,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__L.E. DEER.pdf,71
DB1108,DB,2025,2024,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__L.E. DEER.pdf,72
DB1110,DB,2025,2024,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__L.E. DEER.pdf,73
DB1111,DB,2025,2024,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__L.E. DEER.pdf,74
DB1112,DB,2025,2024,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__L.E. DEER.pdf,75
DB1113,DB,2025,2024,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__L.E. DEER.pdf,76
DB1114,DB,2025,2024,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__L.E. DEER.pdf,77
DB1115,DB,2025,2024,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__L.E. DEER.pdf,78
DB1116,DB,2025,2024,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__L.E. DEER.pdf,79
DB1119,DB,2025,2024,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__L.E. DEER.pdf,80
DB1120,DB,2025,2024,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__L.E. DEER.pdf,81
DB1216,DB,2025,2024,YES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__L.E. DEER.pdf,96
DB1258,DB,2025,2024,YES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__L.E. DEER.pdf,128
DB1323,DB,2025,2024,YES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__L.E. DEER.pdf,175
DB1611,DB,2025,2024,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__G.S. BUCK DEER DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__LIFETIME G.S. DEER DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__YOUTH G.S. DEER DRAW RESULTS.pdf,87|88
DB1612,DB,2025,2024,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__G.S. BUCK DEER DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__LIFETIME G.S. DEER DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__YOUTH G.S. DEER DRAW RESULTS.pdf,88|89
DB1613,DB,2025,2024,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__G.S. BUCK DEER DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__LIFETIME G.S. DEER DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__YOUTH G.S. DEER DRAW RESULTS.pdf,89|90
DB1614,DB,2025,2024,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__G.S. BUCK DEER DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__YOUTH G.S. DEER DRAW RESULTS.pdf,91
DB1615,DB,2025,2024,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__G.S. BUCK DEER DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__LIFETIME G.S. DEER DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__YOUTH G.S. DEER DRAW RESULTS.pdf,90|92
DB1616,DB,2025,2024,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__G.S. BUCK DEER DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__LIFETIME G.S. DEER DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__YOUTH G.S. DEER DRAW RESULTS.pdf,91|93
DB1617,DB,2025,2024,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__G.S. BUCK DEER DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__YOUTH G.S. DEER DRAW RESULTS.pdf,94
DB1618,DB,2025,2024,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__G.S. BUCK DEER DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__LIFETIME G.S. DEER DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__YOUTH G.S. DEER DRAW RESULTS.pdf,92|95
DB1619,DB,2025,2024,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__G.S. BUCK DEER DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__LIFETIME G.S. DEER DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__YOUTH G.S. DEER DRAW RESULTS.pdf,93|96
DB1620,DB,2025,2024,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__G.S. BUCK DEER DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__LIFETIME G.S. DEER DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__YOUTH G.S. DEER DRAW RESULTS.pdf,94|97
DB1621,DB,2025,2024,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__G.S. BUCK DEER DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__LIFETIME G.S. DEER DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__YOUTH G.S. DEER DRAW RESULTS.pdf,95|98
DB1622,DB,2025,2024,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__G.S. BUCK DEER DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__LIFETIME G.S. DEER DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__YOUTH G.S. DEER DRAW RESULTS.pdf,96|99
DB1623,DB,2025,2024,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__G.S. BUCK DEER DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__LIFETIME G.S. DEER DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__YOUTH G.S. DEER DRAW RESULTS.pdf,97|100
DB1624,DB,2025,2024,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__G.S. BUCK DEER DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__LIFETIME G.S. DEER DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__YOUTH G.S. DEER DRAW RESULTS.pdf,98|101
DB1625,DB,2025,2024,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__G.S. BUCK DEER DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__LIFETIME G.S. DEER DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__YOUTH G.S. DEER DRAW RESULTS.pdf,99|102
DB1627,DB,2025,2024,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__G.S. BUCK DEER DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__LIFETIME G.S. DEER DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__YOUTH G.S. DEER DRAW RESULTS.pdf,100|103
DB1628,DB,2025,2024,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__G.S. BUCK DEER DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__LIFETIME G.S. DEER DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__YOUTH G.S. DEER DRAW RESULTS.pdf,101|104
DB1629,DB,2025,2024,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__G.S. BUCK DEER DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__LIFETIME G.S. DEER DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__YOUTH G.S. DEER DRAW RESULTS.pdf,102|105
DB1630,DB,2025,2024,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__G.S. BUCK DEER DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__LIFETIME G.S. DEER DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__YOUTH G.S. DEER DRAW RESULTS.pdf,103|106
DB1631,DB,2025,2024,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__G.S. BUCK DEER DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__LIFETIME G.S. DEER DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__YOUTH G.S. DEER DRAW RESULTS.pdf,104|107
DB1802,DB,2025,2024,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__D.H. DEER DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__YOUTH D.H. DEER DRAW RESULTS.pdf,22|28
DB1803,DB,2025,2024,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__D.H. DEER DRAW RESULTS.pdf,29
DB1804,DB,2025,2024,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__D.H. DEER DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__YOUTH D.H. DEER DRAW RESULTS.pdf,23|30
DB1805,DB,2025,2024,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__D.H. DEER DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__YOUTH D.H. DEER DRAW RESULTS.pdf,24|31
DB1806,DB,2025,2024,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__D.H. DEER DRAW RESULTS.pdf,32
DS6626,DS,2025,2024,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__O.I.L. BULL MOOSE.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__OIL DRAW RESULTS.pdf,16|68|567
DS6627,DS,2025,2024,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__O.I.L. BULL MOOSE.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__OIL DRAW RESULTS.pdf,17|69|568
EA1257,EA,2025,2024,YES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__ANTLERLESS DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,155|161
EA1263,EA,2025,2024,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__ANTLERLESS DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,158|165
EA1272,EA,2025,2024,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__ANTLERLESS DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,165|172
EA1273,EA,2025,2024,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__ANTLERLESS DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,166|173
EA1274,EA,2025,2024,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__ANTLERLESS DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,167|174
EA1276,EA,2025,2024,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__ANTLERLESS DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,168|175
EA1277,EA,2025,2024,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__ANTLERLESS DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,169|176
EA1278,EA,2025,2024,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__ANTLERLESS DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,170|177
EA1279,EA,2025,2024,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__ANTLERLESS DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,171|178
EA1280,EA,2025,2024,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__ANTLERLESS DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,172|179
EA1281,EA,2025,2024,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__ANTLERLESS DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,173|180
EA1282,EA,2025,2024,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__ANTLERLESS DRAW RESULTS.pdf,181
EA1283,EA,2025,2024,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__ANTLERLESS DRAW RESULTS.pdf,182
EA1284,EA,2025,2024,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__ANTLERLESS DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,174|183
EA1285,EA,2025,2024,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__ANTLERLESS DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,175|184
EA1286,EA,2025,2024,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__ANTLERLESS DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,176|185
EB1007,EB,2025,2024,YES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__YOUTH G.S. MATURE BULL ELK DRAW RESULTS.pdf,1
EB3205,EB,2025,2024,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__L.E. ELK.pdf,145|339
EB3208,EB,2025,2024,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__L.E. ELK.pdf,146|340
EB3210,EB,2025,2024,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__L.E. ELK.pdf,147|341
MA1007,MA,2025,2024,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__ANTLERLESS DRAW RESULTS.pdf,193
MA1008,MA,2025,2024,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__ANTLERLESS DRAW RESULTS.pdf,194
MA1009,MA,2025,2024,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__ANTLERLESS DRAW RESULTS.pdf,195
MA1010,MA,2025,2024,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__ANTLERLESS DRAW RESULTS.pdf,196
MB6012,MB,2025,2024,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__O.I.L. BISON.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__OIL DRAW RESULTS.pdf,12|13|510
MB6225,MB,2025,2024,YES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__O.I.L. DESERT BIGHORN SHEEP.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__OIL DRAW RESULTS.pdf,9|27|524
MB6257,MB,2025,2024,YES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__O.I.L. DESERT BIGHORN SHEEP.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__OIL DRAW RESULTS.pdf,14|32|529
MB6262,MB,2025,2024,YES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__O.I.L. DESERT BIGHORN SHEEP.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__OIL DRAW RESULTS.pdf,17|35|532
PB5079,PB,2025,2024,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__L.E. PRONGHORN.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__LE PRONGHORN DRAW RESULTS.pdf,64|65|471
PB5080,PB,2025,2024,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__L.E. PRONGHORN.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__LE PRONGHORN DRAW RESULTS.pdf,65|66|472
PB5338,PB,2025,2024,YES,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__L.E. PRONGHORN.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__LE PRONGHORN DRAW RESULTS.pdf,84|85|491
PB5343,PB,2025,2024,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__L.E. PRONGHORN.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__LE PRONGHORN DRAW RESULTS.pdf,87|88|494
PB5346,PB,2025,2024,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__L.E. BIG GAME DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__L.E. PRONGHORN.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__LE PRONGHORN DRAW RESULTS.pdf,89|90|496
PD1047,PD,2025,2024,NO,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__ANTLERLESS DRAW RESULTS.pdf|C:\Users\tyler\Desktop\BIBLE HUNT CODES\2025\2025_PERMITS=2026_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,190|207
